Distance1	1000509	1000512	1000516	1000517	1000519	1000521	1000529	1000530	1000541	1000543	1000552	1000557	1000568	1000580	1000581	1000590	1000594	1000596	1000610	1000612	1000617	1000618	1000619	1000620	1000621	1000622	1000631	1000635	20442	20444	20445	20446	222	230	2307	2319	2323	2334	2336	2338	2340	2349	2351	2361	2362	2373	2374	2385	2387	2398	2399	280	285	32010	32014	32023	32024	32034	32035	32045	32046	32058	32059	32060	32061	32062	32063	32071	32072	32084	32085	32095	32098	35206	35211	35217	35218	35225	35228	35230	35231	35239	35240	35241	35242	35243	35244	35263	35265	35275	35279	35287	35288	35296	35297	4307	4309	4316	4318	4325	4326	4327	4328	4329	4330	4335	4337	4343	4346	4353	4357	4369	4370	4371	4372	4373	4374	4375	4378	4384	4389	5111	5115	5119	5122	5125	5126	5128	5135	5136	5137	5138	5139	5140	5151	5155	5157	5158	5163	5166	5167	5168	5169	5172	5176	5178	5181	5185	5187	5190
1000509	0	0.0111068	0.0407022	0.0297362	0.0318262	0.0392157	0.0565115	0.0538549	0.0106538	0.00892008	0.0393529	0.0477514	0.0417415	0.0459489	0.0361498	0.0654158	0.0281593	0.0216073	0.0277358	0.0298088	0.0309438	0.0334528	0.0332418	0.0327755	0.0298463	0.0308765	0.0343338	0.0325056	0.0612113	0.0535289	0.0619178	0.0524194	0.0428719	0.0555974	0.0392654	0.0353325	0.0398255	0.0498888	0.0487056	0.013318	0.0107697	0.0591639	0.0610151	0.0146825	0.0180345	0.0451581	0.0450892	0.0083712	0.0522494	0.00806255	0.00973558	0.0394475	0.0387521	0.0589137	0.0480094	0.0346235	0.0350513	0.0364693	0.0431114	0.044363	0.0415811	0.0501276	0.0444895	0.047803	0.0351524	0.0482786	0.0429425	0.0356316	0.0451638	0.0473775	0.0360107	0.0471125	0.0460939	0.0488413	0.0444667	0.0727356	0.0569395	0.0468241	0.0483735	0.0575454	0.0342129	0.0409441	0.0545331	0.0402361	0.0332356	0.0325427	0.034411	0.0439448	0.0441339	0.0445071	0.0540333	0.0478927	0.0527532	0.05825	0.0473613	0.0835175	0.0868794	0.07474	0.0679746	0.0843023	0.0756232	0.0683126	0.0722326	0.0729342	0.0794351	0.0781348	0.0656969	0.0506038	0.0718779	0.0688307	0.0830438	0.0179598	0.012685	0.0128159	0.0186506	0.0181208	0.0186916	0.0774336	0.0919305	0.0481586	0.05625	0.0127028	0.0173697	0.0151297	0.0113208	0.0822002	0.0825041	0.0203562	0.078203	0.0145758	0.0141253	0.0789946	0.0151807	0.0904762	0.0174594	0.0311328	0.0117021	0.0156	0.0318339	0.0140583	0.0794521	0.0167224	0.0758403	0.0778839	0.0132743	0.0116739	0.0115854	0.0147646	0.0152033	0.0167248
1000512	0.0111068	0	0.0372168	0.0390841	0.0379003	0.0386473	0.0607601	0.0613703	0.0107271	0.0130249	0.038539	0.0387097	0.0371587	0.0421478	0.0333828	0.0592105	0.0228802	0.0175038	0.0223297	0.0248538	0.0258526	0.0308555	0.0264977	0.0268172	0.0230863	0.0245626	0.0249128	0.0268083	0.0520678	0.05031	0.0569035	0.0487748	0.0479819	0.0517792	0.0413661	0.0416667	0.0418251	0.059133	0.0547945	0.0152996	0.0127362	0.0546766	0.0612858	0.0145362	0.0162764	0.0527835	0.0542366	0.0139633	0.052737	0.012176	0.0138726	0.0485105	0.0477356	0.0493131	0.0442209	0.0414766	0.0456381	0.0449919	0.0438034	0.0555556	0.0502041	0.0448573	0.0430887	0.0427509	0.0422705	0.0452017	0.0419548	0.0426879	0.051153	0.0577324	0.0438312	0.0526642	0.055917	0.0577722	0.0530829	0.066055	0.0546603	0.0422734	0.0438682	0.048062	0.0279023	0.0333979	0.0523125	0.0349206	0.0315028	0.0335711	0.0364026	0.0531431	0.0509418	0.0564352	0.056871	0.0449541	0.0442539	0.0507246	0.0513727	0.0754766	0.0806306	0.069	0.065311	0.0798351	0.0671642	0.0699606	0.0723715	0.0685602	0.0766165	0.0717577	0.0664613	0.0423985	0.0712714	0.0674585	0.077342	0.0138504	0.0126999	0.0125165	0.0133447	0.00987066	0.0105263	0.0799458	0.081716	0.0439754	0.0490677	0.0139758	0.0169492	0.0117647	0.0115044	0.0785891	0.0778894	0.0160494	0.0730868	0.0148242	0.012959	0.0791815	0.0139319	0.0839874	0.0136986	0.0252044	0.011178	0.0114574	0.0298572	0.0101424	0.0722126	0.0115784	0.0698405	0.0709107	0.0136869	0.012457	0.0108395	0.0114469	0.0122213	0.0125608
1000516	0.0407022	0.0372168	0	0.015039	0.017131	0.0162302	0.0357143	0.0408041	0.0400895	0.0440444	0.0443567	0.0432858	0.0478675	0.0458691	0.0426691	0.0628141	0.0560109	0.0395629	0.0429996	0.0471591	0.0463402	0.0448246	0.0477223	0.052244	0.045721	0.0407482	0.0429224	0.0404947	0.0517241	0.0421789	0.0466377	0.0467701	0.0494094	0.0451375	0.0430063	0.0492874	0.0422705	0.0512769	0.0498593	0.0415309	0.0388844	0.04477	0.0530936	0.0327945	0.0379965	0.0507217	0.0526733	0.0400616	0.0497001	0.0402844	0.0398703	0.0500587	0.0510404	0.0425484	0.0439147	0.0436699	0.0476935	0.0429313	0.042915	0.0464427	0.0506986	0.0410037	0.0437307	0.0474699	0.0447171	0.042229	0.0452675	0.0421782	0.0499802	0.055754	0.0469851	0.0517379	0.0546136	0.0539196	0.0489525	0.0557078	0.0457746	0.0459318	0.0443201	0.0446053	0.0452703	0.0487572	0.0421326	0.0528587	0.0458481	0.0513894	0.0521624	0.052494	0.0487805	0.0535575	0.0495008	0.0459891	0.047272	0.047049	0.0493328	0.0725425	0.074827	0.0691995	0.0654736	0.075565	0.067622	0.0689518	0.068615	0.0643116	0.0651986	0.0724638	0.0652699	0.0490919	0.0644184	0.0631029	0.0711887	0.0465616	0.0374557	0.0401639	0.039779	0.0443686	0.0465587	0.0717993	0.0696393	0.0513292	0.0536417	0.0396493	0.0432633	0.0398968	0.0376456	0.0830303	0.0739837	0.0405743	0.0710157	0.038491	0.0381272	0.0691489	0.0411502	0.0777778	0.0394737	0.0461352	0.0399838	0.0364979	0.0411392	0.0353877	0.0723322	0.038795	0.0656836	0.072363	0.0373339	0.0371635	0.0392028	0.0400682	0.0406299	0.039724
1000517	0.0297362	0.0390841	0.015039	0	0.010666	0.0186325	0.0366051	0.0359673	0.0337378	0.032494	0.050954	0.0535625	0.0537539	0.0519446	0.0495633	0.0802775	0.0616438	0.0461894	0.047856	0.0514541	0.0538024	0.0481155	0.0539106	0.0582865	0.0570843	0.0468439	0.0477592	0.0504316	0.0577411	0.0473988	0.0528169	0.0525617	0.0399349	0.049353	0.0401939	0.0409752	0.0382476	0.0426796	0.0428758	0.0395177	0.0343933	0.0506124	0.0601112	0.0384303	0.0454303	0.0376946	0.038792	0.0316319	0.049621	0.031358	0.0290557	0.0420015	0.040355	0.0500864	0.0492876	0.0359094	0.0383971	0.0372534	0.0440232	0.0388397	0.0385668	0.0505376	0.0449923	0.0570071	0.0375423	0.0485513	0.046944	0.0370417	0.0395854	0.0439024	0.0379823	0.0446672	0.0400049	0.0437743	0.0416049	0.0610092	0.0490566	0.0527066	0.0552532	0.0548266	0.0547734	0.0545541	0.046916	0.0522307	0.0456175	0.0485064	0.0500475	0.0430604	0.043407	0.0408236	0.0439494	0.048381	0.0509974	0.049456	0.043855	0.08283	0.0785088	0.0839983	0.0735864	0.0851825	0.0731757	0.0690112	0.0756864	0.0713402	0.0716146	0.0796875	0.0664785	0.0555241	0.0661384	0.0641914	0.0769231	0.0424597	0.0475886	0.0428886	0.0468923	0.0484536	0.0545822	0.0820035	0.0740181	0.0553435	0.0626214	0.0404571	0.0518331	0.0407063	0.0419219	0.0819975	0.0800162	0.0508366	0.0742123	0.0424092	0.0408128	0.0731047	0.0471976	0.0829346	0.0488257	0.0522668	0.0384068	0.0462926	0.0400477	0.0397864	0.0793047	0.0453198	0.0714582	0.0744111	0.0398551	0.0394881	0.0445545	0.0449163	0.0396907	0.038281
1000519	0.0318262	0.0379003	0.017131	0.010666	0	0.0187583	0.038931	0.0387234	0.0359854	0.0331582	0.054473	0.0532454	0.0544756	0.0491096	0.0502906	0.0806773	0.0581232	0.0480094	0.0473419	0.050451	0.0516782	0.047903	0.0508141	0.0509622	0.052521	0.0443466	0.0500461	0.0501833	0.0588734	0.046685	0.05076	0.0514677	0.0433814	0.0498678	0.0410256	0.0391582	0.0390782	0.0436798	0.0423613	0.0376197	0.0393688	0.0516081	0.0577952	0.0414583	0.0415084	0.0405648	0.0388574	0.0342224	0.0505878	0.0346649	0.0324133	0.0445231	0.0424788	0.0500875	0.0473235	0.0369967	0.0397871	0.0351499	0.0412242	0.0396681	0.0407602	0.0483339	0.0444902	0.0524174	0.0352184	0.047495	0.0444947	0.0374934	0.0397117	0.0431719	0.0371306	0.0429858	0.0388688	0.0412186	0.0408716	0.0619266	0.0477882	0.0537701	0.0546976	0.0559575	0.0509698	0.0572407	0.0465077	0.0545755	0.0483011	0.0493187	0.0514538	0.0432404	0.0419482	0.0410205	0.0428527	0.0481467	0.0507218	0.0466667	0.041989	0.0807087	0.0766488	0.0806935	0.0717417	0.0811688	0.072093	0.068845	0.0730897	0.0698947	0.068487	0.0769956	0.0661859	0.0594262	0.0669811	0.0626052	0.0760055	0.0436047	0.0486802	0.0459835	0.051911	0.0526132	0.0490463	0.0734513	0.0768041	0.0538157	0.0659554	0.0440202	0.0473485	0.0434454	0.0454188	0.0832266	0.0823723	0.0532319	0.0751295	0.044898	0.0438816	0.0763016	0.0484195	0.0903226	0.0505303	0.0502686	0.038771	0.0464783	0.0432508	0.0419141	0.078203	0.0455536	0.0719983	0.0759354	0.0410765	0.0432099	0.0453582	0.0462582	0.0430639	0.0407791
1000521	0.0392157	0.0386473	0.0162302	0.0186325	0.0187583	0	0.0421827	0.0385563	0.0377219	0.0427058	0.0453125	0.0431672	0.0505118	0.0473545	0.0416483	0.0740181	0.0591472	0.0433282	0.0430862	0.0481859	0.049325	0.0443886	0.0440131	0.0514148	0.047076	0.042	0.0456785	0.0386586	0.0520099	0.0419664	0.0479489	0.0446	0.0494639	0.0512166	0.0443854	0.0480969	0.0403571	0.0519956	0.0508778	0.0421196	0.0383282	0.0447818	0.0548734	0.0369231	0.0418803	0.0473703	0.0489244	0.0372069	0.0481197	0.0383814	0.0376326	0.0515214	0.0521014	0.042103	0.0450256	0.0430393	0.046988	0.041074	0.0428151	0.0471634	0.0505994	0.0481677	0.0396108	0.0480814	0.0425311	0.0430041	0.0481355	0.0437893	0.0505033	0.0528596	0.0457192	0.0507853	0.0507745	0.049169	0.04782	0.0520833	0.0474939	0.0484811	0.0449625	0.0460766	0.0454545	0.048511	0.0407648	0.0543956	0.0475934	0.0476673	0.0484037	0.0507853	0.0445083	0.0499316	0.0440627	0.0442443	0.0485726	0.050911	0.0476019	0.0729828	0.0695392	0.0716186	0.0658804	0.0762411	0.06934	0.0675864	0.0686083	0.0630499	0.0626632	0.0709838	0.0624331	0.049547	0.0610362	0.0587366	0.0629183	0.0413043	0.0413793	0.0394481	0.0405182	0.0455782	0.0493911	0.0688753	0.0687751	0.0456785	0.0532227	0.0359107	0.0448319	0.0390419	0.0367559	0.0761671	0.0744337	0.04266	0.0671953	0.0386936	0.0372694	0.0662544	0.0406067	0.0748031	0.0415908	0.0455617	0.0378788	0.0393989	0.0365492	0.0376775	0.069849	0.0407945	0.0659619	0.0686312	0.0355273	0.0385932	0.0396082	0.0360398	0.0365412	0.0385772
1000529	0.0565115	0.0607601	0.0357143	0.0366051	0.038931	0.0421827	0	0.011794	0.0563744	0.0584329	0.0501921	0.051706	0.0545673	0.0549296	0.0551643	0.0878099	0.0700416	0.0650602	0.0581445	0.0648203	0.0630932	0.0587578	0.0694767	0.0691801	0.0648548	0.061354	0.0582882	0.0590707	0.0469663	0.037664	0.0429465	0.0414399	0.0452716	0.0431948	0.0499439	0.0528552	0.0475857	0.0385685	0.0391892	0.0606881	0.0562596	0.0395112	0.0470425	0.0589964	0.0588235	0.04375	0.0371165	0.055298	0.0448642	0.0561969	0.0565217	0.0420982	0.0440492	0.0430206	0.0465216	0.0414659	0.046535	0.0446794	0.0462523	0.0387054	0.043471	0.0528652	0.0483752	0.0488419	0.045621	0.0480396	0.0492958	0.0436401	0.0405314	0.044172	0.0467134	0.0394163	0.0398466	0.0432099	0.0357971	0.0441839	0.0373711	0.0506413	0.0521445	0.0468521	0.0607748	0.0528942	0.032037	0.0561674	0.0522218	0.053442	0.0526316	0.0471438	0.0441486	0.0446864	0.0363539	0.046173	0.0423977	0.0414916	0.0416811	0.0629387	0.0562556	0.060305	0.0541702	0.0600719	0.0522355	0.0555958	0.0548228	0.0535313	0.0536348	0.057329	0.0542549	0.0543093	0.0542522	0.0510907	0.0568102	0.062592	0.0676056	0.0599917	0.0635668	0.0697758	0.0708502	0.0551601	0.051636	0.0553175	0.0612245	0.0605602	0.0641192	0.0603664	0.0588235	0.0561798	0.0580725	0.0615385	0.0553191	0.0609375	0.0631283	0.0506217	0.0620726	0.0618067	0.0690104	0.0598488	0.0579096	0.0608676	0.0559275	0.0580428	0.058277	0.0635141	0.0553595	0.0565149	0.0596838	0.0609706	0.0649083	0.0640327	0.0608507	0.0627479
1000530	0.0538549	0.0613703	0.0408041	0.0359673	0.0387234	0.0385563	0.011794	0	0.0587084	0.0577465	0.0535472	0.052216	0.0537757	0.0550136	0.0577094	0.0971516	0.0750341	0.0676424	0.0609463	0.0677382	0.0675241	0.0631048	0.0719568	0.0740741	0.0708732	0.0645933	0.060947	0.0643635	0.0524597	0.0393528	0.046663	0.0396701	0.0433014	0.0444148	0.0485012	0.0474251	0.0466049	0.0376569	0.0373969	0.0613908	0.0558099	0.0390098	0.0475672	0.0600931	0.0620133	0.0398592	0.0352231	0.0554926	0.0418791	0.0532253	0.0545247	0.0435825	0.0427972	0.0444057	0.0470728	0.0384502	0.0438152	0.0408971	0.0458225	0.0370633	0.0408455	0.0555139	0.0448253	0.052019	0.044382	0.0515213	0.051744	0.041954	0.0384725	0.0408048	0.044958	0.0380544	0.0367543	0.038985	0.0314262	0.0503503	0.0372517	0.0489583	0.0526998	0.0476529	0.0583218	0.0538312	0.030564	0.059956	0.0527854	0.0564542	0.0545672	0.0439498	0.0409811	0.0427066	0.0309493	0.0459144	0.0452065	0.0451128	0.0384845	0.0668437	0.0640478	0.0675502	0.0592917	0.0653409	0.0581347	0.053086	0.0568702	0.0587368	0.0585938	0.064809	0.0553134	0.0566092	0.0551678	0.0534471	0.0637355	0.0642336	0.0673932	0.0598605	0.0650173	0.0726765	0.074	0.0670415	0.0588813	0.0552911	0.0623202	0.062943	0.0696361	0.059819	0.0592877	0.0621194	0.0649194	0.0676884	0.058799	0.0641892	0.06366	0.0602094	0.0639386	0.0620155	0.0664962	0.0635827	0.0579268	0.0674204	0.0557987	0.0615356	0.0631381	0.0667557	0.0585129	0.0611683	0.0618368	0.060446	0.0636599	0.0656304	0.0606894	0.0633462
1000541	0.0106538	0.0107271	0.0400895	0.0337378	0.0359854	0.0377219	0.0563744	0.0587084	0	0.00942302	0.0394257	0.0437243	0.0415699	0.0426929	0.0346535	0.0635636	0.0229111	0.0183934	0.0258281	0.0273193	0.0300363	0.0279387	0.0321865	0.0315534	0.0305523	0.0257766	0.0316426	0.029149	0.0560769	0.052686	0.0585165	0.0509426	0.0424765	0.0554452	0.042273	0.0382196	0.0414769	0.0500973	0.0503494	0.0136913	0.0131034	0.057183	0.0588578	0.0138258	0.0166139	0.0495203	0.046683	0.0136809	0.0518743	0.0110947	0.0132431	0.0448581	0.0449985	0.0539372	0.0459514	0.0385218	0.0410311	0.0419284	0.0426997	0.0485075	0.0442765	0.0483933	0.0449827	0.0473343	0.0399274	0.0468685	0.0433754	0.0389147	0.0489422	0.0514048	0.041021	0.0467435	0.0499225	0.0513989	0.0491577	0.068654	0.057047	0.0440185	0.0468476	0.0541401	0.0336191	0.0384246	0.0534521	0.033264	0.030799	0.0332678	0.0336505	0.0490104	0.0464427	0.0504419	0.0551291	0.0465776	0.0465447	0.0517066	0.047954	0.0764273	0.0793011	0.0730665	0.0665557	0.0813609	0.0690184	0.0651114	0.0725253	0.069281	0.0746725	0.0744275	0.0635319	0.0480769	0.0671909	0.0643911	0.0767025	0.0166667	0.0153348	0.0139098	0.0141458	0.0142384	0.0144737	0.0782222	0.08647	0.0473564	0.0515564	0.0136364	0.0160099	0.0150133	0.0124805	0.0738423	0.0795833	0.0166461	0.0743872	0.0154821	0.0142077	0.0770609	0.0161606	0.0851735	0.0168067	0.0261821	0.0121632	0.0151888	0.0335277	0.0135575	0.0746681	0.0148771	0.0709904	0.0717054	0.0131674	0.0134078	0.0137902	0.0151515	0.0119609	0.012716
