Distance1	1000503	1000507	1000515	1000522	1000524	1000525	1000526	1000527	1000535	1000539	1000546	1000549	1000560	1000572	1000573	1000583	1000586	1000602	1000606	1000613	1000615	1000623	1000625	1000626	1000628	1000640	1000641	215	216	225	226	228	229	2304	2314	2317	2325	2326	2346	2347	2359	2360	2368	2369	2379	2380	2391	2392	277	279	32005	32007	32017	32018	32031	32032	32041	32051	32053	32054	32056	32066	32067	32077	32078	32090	32091	35202	35204	35219	35221	35235	35236	35237	35245	35246	35248	35251	35254	35255	35257	35259	35273	35274	35284	4303	4305	4319	4320	4321	4322	4323	4332	4333	4362	4363	4364	4365	4366	4367	4368	4393	4394	4396	4400	5101	5117	5124	5127	5129	5130	5131	5132	5134	5144	5148	ARA_1_EX_1_EAZU	ARA_1_EX_2_EAZU	ARA_BAN_EAZU_EX_1	P4_RIO_MAM_EAZU_EX_2	P4_RO_EAZU_EX_1
1000503	0	0.00388749	0.0449512	0.0711914	0.0489045	0.0415767	0.0697538	0.0456102	0.0486674	0.0497523	0.0441542	0.043713	0.0548658	0.0505365	0.0459617	0.0498404	0.0549796	0.0545482	0.0512271	0.0540262	0.0635169	0.0514996	0.0603799	0.0533881	0.0588776	0.0576324	0.0671835	0.0486191	0.0485179	0.0539765	0.0580948	0.0555046	0.0530051	0.0524194	0.0445223	0.0466059	0.0470526	0.062341	0.0498739	0.0458692	0.04677	0.0501845	0.0457701	0.045513	0.0503513	0.0489097	0.0429728	0.0468261	0.0453297	0.0523881	0.0516203	0.0519878	0.0507228	0.0518898	0.0465674	0.047399	0.0503679	0.0559299	0.0479555	0.0504742	0.0500208	0.0522256	0.0470032	0.0509397	0.0512725	0.051979	0.045283	0.052498	0.0514781	0.0539953	0.0518063	0.0521845	0.0530986	0.0563135	0.057904	0.0522948	0.0524746	0.0582472	0.0549121	0.0565621	0.05764	0.0481946	0.0454941	0.0496094	0.0531743	0.0693844	0.052555	0.0695423	0.0583245	0.0599822	0.0780294	0.0578302	0.0544085	0.0583032	0.0625698	0.107159	0.103448	0.100546	0.10244	0.102146	0.104662	0.0542134	0.0536057	0.0516713	0.0543874	0.0547688	0.062406	0.0561538	0.0661946	0.061055	0.0578907	0.0600658	0.0580609	0.0592925	0.0524339	0.0517571	0.0589561	0.0555197	0.058015	0.0676292	0.0669314
1000507	0.00388749	0	0.0450365	0.072972	0.0490762	0.0420708	0.0710872	0.0464456	0.0471879	0.0471469	0.0430337	0.0412452	0.0514501	0.0512475	0.0461894	0.0513262	0.0565044	0.0551883	0.0488822	0.0513861	0.0621827	0.0523143	0.0585344	0.0507717	0.0550751	0.0549133	0.0636132	0.0482105	0.0476138	0.0537998	0.05629	0.0550884	0.0535458	0.0487409	0.0439668	0.0446855	0.0469912	0.058382	0.0508974	0.0428289	0.0473985	0.0491361	0.0452834	0.0450501	0.04912	0.047766	0.0409101	0.0458848	0.0447346	0.0467039	0.0510204	0.0505646	0.0474371	0.0515668	0.0447102	0.0465493	0.0474127	0.0551862	0.0488927	0.0509793	0.0524079	0.0495419	0.0446429	0.0480363	0.0477355	0.0500744	0.0438122	0.0538345	0.0478548	0.0533527	0.0503459	0.0517707	0.0533316	0.0559451	0.0577337	0.0510517	0.0521151	0.0589986	0.0539851	0.0560139	0.0560368	0.0480713	0.0470541	0.0454651	0.0531618	0.0639722	0.0518897	0.0714704	0.0569173	0.0576762	0.0746496	0.0571956	0.0520886	0.0573146	0.0619956	0.106862	0.104864	0.103075	0.10355	0.103017	0.104909	0.0522979	0.0501105	0.0491803	0.0518072	0.0546459	0.0623448	0.0582323	0.0641258	0.0596968	0.0586899	0.0607477	0.0591814	0.0587506	0.0506329	0.0512486	0.059247	0.0570012	0.0587927	0.0617892	0.0637143
1000515	0.0449512	0.0450365	0	0.0667634	0.047497	0.0433061	0.0706776	0.0430637	0.0461083	0.045436	0.0415317	0.0408311	0.0511524	0.0489789	0.0491616	0.0489015	0.0527097	0.0563232	0.0496894	0.0520585	0.0589354	0.0493291	0.0504336	0.0506224	0.0569124	0.0497128	0.0570441	0.0490224	0.0468449	0.0518293	0.0515666	0.0491902	0.0514422	0.0548002	0.0450557	0.0497613	0.0452756	0.0651607	0.0474521	0.0450192	0.0462065	0.047892	0.0462608	0.0443578	0.0453192	0.0485556	0.0417488	0.0441176	0.0444757	0.0493173	0.0454419	0.0531858	0.0507122	0.0518823	0.0479858	0.0484313	0.0498498	0.0625561	0.0506517	0.0498809	0.0550459	0.0483298	0.0492415	0.0456238	0.0484742	0.050095	0.0443068	0.0490421	0.0508556	0.0518852	0.0522825	0.0540588	0.0502725	0.0509534	0.0573516	0.0547429	0.048488	0.0577404	0.0514113	0.0546144	0.0521288	0.0465361	0.0483193	0.0493705	0.0492958	0.0634146	0.0503195	0.0599762	0.0570926	0.0506254	0.0625	0.0520617	0.0521282	0.0554217	0.0590537	0.10119	0.103645	0.10182	0.101136	0.10109	0.104786	0.0504447	0.0537549	0.0496263	0.0506173	0.0526536	0.0663673	0.0607784	0.0658053	0.0559317	0.0608314	0.0637826	0.0606117	0.0644433	0.0454151	0.0465517	0.0601419	0.0596228	0.0609929	0.0583658	0.0662824
1000522	0.0711914	0.072972	0.0667634	0	0.0683603	0.0645933	0.073014	0.0627428	0.0660161	0.0658149	0.0649677	0.0661926	0.0719591	0.0724638	0.0722619	0.0693431	0.075011	0.0714563	0.0658627	0.072628	0.0784844	0.078125	0.0680062	0.0730769	0.073884	0.0671308	0.0765443	0.068076	0.0732805	0.0722243	0.0696742	0.0719667	0.0733545	0.0667825	0.0673491	0.072536	0.0646214	0.0704163	0.0633031	0.0696454	0.0709615	0.0708922	0.0699199	0.0734253	0.0703719	0.0721291	0.0647535	0.0664214	0.068461	0.0695575	0.0712894	0.0757576	0.0772194	0.0786823	0.0720572	0.0722619	0.0731802	0.0775428	0.0727381	0.0709473	0.0729624	0.0759884	0.0723542	0.0740072	0.078456	0.0755331	0.0726786	0.0703371	0.0758234	0.0803419	0.068394	0.0710324	0.0698904	0.0706478	0.0817547	0.0761589	0.0760085	0.0770906	0.079291	0.0794416	0.0728456	0.0670247	0.0678941	0.0720604	0.0645226	0.069077	0.070161	0.0881588	0.0737132	0.0777182	0.0781457	0.0778846	0.080888	0.0798859	0.0682906	0.112357	0.111111	0.107414	0.109185	0.107753	0.113617	0.0746124	0.0755149	0.0717471	0.0750969	0.0776488	0.0767285	0.0765712	0.0906684	0.0773956	0.0790909	0.0760145	0.0775473	0.0777027	0.075834	0.0683371	0.0754549	0.0760425	0.075614	0.0819209	0.0842697
1000524	0.0489045	0.0490762	0.047497	0.0683603	0	0.00833629	0.0689046	0.0411094	0.0460811	0.0429146	0.047915	0.0494127	0.0485025	0.0475498	0.0549363	0.0448219	0.0512383	0.0557745	0.0480349	0.0460285	0.0533672	0.0471192	0.0496559	0.0461042	0.0542522	0.048618	0.0605929	0.0519853	0.0567642	0.0496942	0.0492692	0.0474173	0.047619	0.0485685	0.0497667	0.051045	0.0511953	0.0640681	0.0503494	0.0515484	0.0426829	0.0457474	0.0558386	0.0498	0.0566535	0.0515772	0.0450079	0.04465	0.05	0.0523004	0.0473705	0.056781	0.0608803	0.0563103	0.0561122	0.0543033	0.0539916	0.0480212	0.0507304	0.0526868	0.0523763	0.0580888	0.0562038	0.0553132	0.0582313	0.0569268	0.0537485	0.0526066	0.0562624	0.0506224	0.0467902	0.0462202	0.0502542	0.0478047	0.0524425	0.05031	0.04817	0.0510964	0.0496406	0.0546988	0.0578106	0.0541614	0.0521346	0.0545165	0.0504866	0.051368	0.0499582	0.0657576	0.0468504	0.0544554	0.0559656	0.0558859	0.0608532	0.0562929	0.0476603	0.0897172	0.0910816	0.089038	0.0901288	0.0915594	0.0930549	0.0533605	0.0555781	0.0495733	0.0460766	0.0457682	0.0548813	0.0512821	0.0572755	0.052589	0.0517544	0.0553314	0.0512195	0.0571276	0.0482023	0.041189	0.0531869	0.0518415	0.0522545	0.0642912	0.0658449
1000525	0.0415767	0.0420708	0.0433061	0.0645933	0.00833629	0	0.0656977	0.041884	0.0469914	0.0475896	0.0394548	0.0381566	0.0507276	0.0484921	0.050939	0.05	0.053826	0.0576058	0.052498	0.0508299	0.0536386	0.0529342	0.0531478	0.0506617	0.0585628	0.0520739	0.0635124	0.042532	0.0487593	0.0505255	0.0542064	0.0512511	0.0494539	0.0467463	0.0436258	0.0463504	0.0492035	0.0636057	0.046698	0.042574	0.0440206	0.0453363	0.045177	0.0430282	0.0489166	0.0449195	0.0381356	0.0386855	0.042589	0.046988	0.0481397	0.052324	0.05139	0.0538462	0.0493631	0.0484447	0.0481276	0.0530201	0.048157	0.0514372	0.0517739	0.0499878	0.0458526	0.0471607	0.0487629	0.0514724	0.0458323	0.0477646	0.0488195	0.0498816	0.0462053	0.04851	0.0474534	0.0480495	0.0572893	0.051792	0.0495825	0.0518107	0.0526104	0.0575811	0.0543298	0.0468315	0.0457646	0.0446542	0.0487302	0.0557342	0.0528983	0.068885	0.0458172	0.0528647	0.0584494	0.0530146	0.0511811	0.0554662	0.050241	0.104176	0.101146	0.0983836	0.0986692	0.10079	0.101243	0.0502002	0.0494903	0.0493192	0.0473856	0.0498311	0.060492	0.0515668	0.0608722	0.0533527	0.0563298	0.0591549	0.0548547	0.0598291	0.0474378	0.046481	0.0553892	0.0504954	0.0535271	0.0634557	0.0655072
1000526	0.0697538	0.0710872	0.0706776	0.073014	0.0689046	0.0656977	0	0.0298826	0.0634825	0.0663876	0.0757764	0.0660848	0.0690709	0.0771114	0.0809399	0.0786925	0.0839599	0.0825	0.0642494	0.0740964	0.0689655	0.0722965	0.0640244	0.07125	0.0820359	0.0671551	0.0640162	0.0834395	0.0846824	0.074813	0.0689024	0.0818299	0.0733831	0.0699746	0.0779703	0.0666259	0.0735108	0.0666118	0.0662291	0.0735826	0.0817536	0.07494	0.0774473	0.0746089	0.08	0.0692308	0.0670807	0.0676179	0.0681818	0.0790725	0.0795869	0.0835544	0.0839793	0.0776637	0.0913706	0.0848823	0.0811856	0.0731857	0.0757946	0.0757576	0.0756193	0.0819462	0.0838396	0.0828295	0.0864799	0.084375	0.0728916	0.0729295	0.0799756	0.0871795	0.0761719	0.0757196	0.0788146	0.0807645	0.0734767	0.0739183	0.0790441	0.090216	0.0740514	0.0744934	0.0743056	0.0698529	0.069697	0.0840237	0.0844391	0.0772669	0.0789817	0.072644	0.0841837	0.0828295	0.0800256	0.0778186	0.0801068	0.0776515	0.0812343	0.117962	0.110884	0.118886	0.115702	0.11348	0.124476	0.0759331	0.0768725	0.0726115	0.0772358	0.0721455	0.0783208	0.0816078	0.0738423	0.083632	0.0784672	0.075062	0.0844553	0.0718673	0.0807834	0.0757196	0.0805489	0.0799756	0.0822485	0.0715268	0.0811856
1000527	0.0456102	0.0464456	0.0430637	0.0627428	0.0411094	0.041884	0.0298826	0	0.0437831	0.0455105	0.0430904	0.0410643	0.0447761	0.0437969	0.0473301	0.0418006	0.0492565	0.0491057	0.0475906	0.0486087	0.0496255	0.0470397	0.0474569	0.0470759	0.0515654	0.0463045	0.0505137	0.0477749	0.0549786	0.047576	0.048048	0.0486337	0.0430809	0.0466287	0.0488801	0.046465	0.0482439	0.0556031	0.0453069	0.0468655	0.0457364	0.0439024	0.0413647	0.0449695	0.0489385	0.0479763	0.0442343	0.0440272	0.0501197	0.0508371	0.0458099	0.049435	0.0516535	0.0503043	0.0534445	0.0515171	0.0469208	0.0504032	0.0463259	0.0486756	0.052831	0.0522547	0.0490108	0.0518018	0.0523881	0.0509273	0.0490618	0.0461352	0.0467218	0.0459166	0.0470207	0.0477477	0.045725	0.0461847	0.0534831	0.0460931	0.0499099	0.0519647	0.0497182	0.0555306	0.0573678	0.0446823	0.0460762	0.0527473	0.0487395	0.0583512	0.0458763	0.060355	0.0495441	0.0502065	0.0565868	0.0499523	0.0478081	0.0504049	0.0521563	0.0976004	0.0940923	0.0934613	0.0943929	0.0915378	0.0972859	0.0484848	0.0498271	0.0458716	0.04671	0.0505877	0.0540811	0.0500323	0.0603715	0.0525084	0.0514109	0.0521119	0.053079	0.0533234	0.0438596	0.0429011	0.0512003	0.051034	0.0516618	0.0555136	0.0603399
1000535	0.0486674	0.0471879	0.0461083	0.0660161	0.0460811	0.0469914	0.0634825	0.0437831	0	0.00416516	0.0450068	0.0436663	0.0456935	0.048241	0.0486035	0.0507297	0.0545389	0.0509928	0.0475549	0.0486802	0.0604915	0.0510083	0.0527765	0.048954	0.0505097	0.0478842	0.0642796	0.0488699	0.0497604	0.0504909	0.0480442	0.0494943	0.0437767	0.049763	0.0503558	0.0502893	0.0466292	0.0596567	0.0471037	0.0535215	0.0436242	0.0461121	0.0528218	0.0486886	0.0515194	0.0497843	0.0429896	0.0463215	0.0501645	0.0544041	0.0471341	0.0550655	0.0577089	0.055404	0.0563168	0.0516547	0.0560122	0.0553547	0.0475829	0.052785	0.0579741	0.0523887	0.0507207	0.0561101	0.0551202	0.0505911	0.0523915	0.0526	0.0582335	0.0507682	0.0497301	0.0502979	0.0492183	0.0469658	0.0553833	0.0508917	0.0512422	0.0502324	0.0508475	0.0571049	0.0579096	0.0515261	0.0476264	0.0522663	0.0448759	0.0582576	0.0494859	0.0643447	0.0508197	0.0489324	0.0659174	0.047514	0.0531884	0.0519429	0.0526603	0.104878	0.102182	0.100263	0.0990403	0.100347	0.103091	0.0534931	0.0518371	0.0498768	0.0447154	0.0494186	0.059204	0.051703	0.063142	0.0559361	0.0554924	0.0529801	0.0564546	0.0592593	0.0450504	0.0467186	0.0565234	0.0535026	0.0541845	0.0649351	0.0613126
